"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1911",9312.01,7820.25,6567.68,5515.81,4630.23,3879.04,3241.22,2703.91,2254.49,1879.83,1567.76,1307.85,1091.34,910.925,760.548,635.171,530.608,443.38,370.591,309.836,259.109,216.745,181.355,151.783,127.067,106.402,89.1209,74.6653,62.5701,52.4473,43.973,36.877,30.9337,25.9548,21.7828,18.286,15.3541,12.8946,10.83,9.09632,47.7366
"1912",9314.01,7821.64,6568.63,5516.44,4630.56,3878.88,3240.44,2702.55,2252.72,1877.8,1565.62,1305.69,1089.23,908.903,758.648,633.408,528.991,441.907,369.261,308.64,258.041,215.794,180.512,151.038,126.41,105.825,88.615,74.2227,62.1836,52.1103,43.6797,36.6221,30.7124,25.7626,21.616,18.1414,15.2291,12.7874,10.739,9.01957,47.3322
"1913",9316.39,7823.32,6569.8,5517.23,4631,3878.82,3239.72,2701.23,2250.97,1875.79,1563.49,1303.54,1087.11,906.884,756.748,631.646,527.372,440.434,367.93,307.444,256.972,214.843,179.669,150.293,125.754,105.248,88.1093,73.7803,61.7974,51.7737,43.3868,36.3675,30.4914,25.5709,21.4498,17.9973,15.1044,12.6797,10.6467,8.94124,46.9182
"1914",9319.19,7825.32,6571.21,5518.21,4631.59,3878.85,3239.07,2699.96,2249.26,1873.81,1561.37,1301.39,1085.01,904.867,754.85,629.884,525.754,438.961,366.598,306.248,255.903,213.892,178.826,149.549,125.098,104.672,87.604,73.3383,61.4115,51.4374,43.0941,36.1132,30.2707,25.3797,21.2841,17.8538,14.9802,12.5722,10.554,8.86185,46.4949
"1915",9322.45,7827.67,6572.89,5519.39,4632.32,3878.99,3238.49,2698.75,2247.58,1871.85,1559.27,1299.25,1082.91,902.854,752.955,628.123,524.137,437.489,365.267,305.052,254.834,212.941,177.983,148.804,124.442,104.096,87.0991,72.8967,61.026,51.1015,42.8019,35.8593,30.0504,25.1887,21.1188,17.7109,14.8565,12.4653,10.4616,8.78217,46.0633
"1916",9326.19,7830.4,6574.86,5520.8,4633.23,3879.25,3238.01,2697.6,2245.95,1869.92,1557.19,1297.13,1080.82,900.848,751.063,626.365,522.521,436.017,363.936,303.857,253.766,211.991,177.141,148.06,123.787,103.52,86.5948,72.4557,60.6411,50.7661,42.5101,35.6059,29.8305,24.9982,20.9539,17.5683,14.7332,12.3587,10.3696,8.70273,45.6246
"1917",9330.52,7833.55,6577.16,5522.46,4634.37,3879.82,3237.89,2696.81,2244.64,1868.26,1555.33,1295.19,1078.88,898.962,749.271,624.689,520.973,434.601,362.653,302.7,252.73,211.067,176.321,147.335,123.147,102.958,86.1019,72.0243,60.2643,50.4376,42.2242,35.3574,29.6148,24.8112,20.792,17.4282,14.6122,12.2542,10.2793,8.62477,45.1862
"1918",9334.05,7837.19,6579.8,5524.35,4634.72,3876.42,3230.87,2688.34,2236.25,1860.52,1548.37,1288.99,1073.38,894.116,745.011,620.955,517.708,431.754,360.174,300.547,250.861,209.449,174.921,146.125,122.103,102.058,85.3261,71.3565,59.6898,49.9437,41.7999,34.9931,29.3022,24.5431,20.5622,17.2313,14.4435,12.1098,10.1556,8.51888,44.5956
"1919",9339.54,7840.15,6582.86,5526.59,4637.05,3879.82,3233.38,2688.47,2234.72,1858.29,1545.93,1286.53,1071,891.857,742.905,619.016,515.94,430.154,358.736,299.262,249.719,208.436,174.027,145.339,121.413,101.453,84.798,70.896,59.2889,49.5952,41.4973,34.7308,29.0751,24.3467,20.3925,17.0848,14.3172,12.0009,10.0618,8.43813,44.1319
"1920",9346.86,7844.76,6585.35,5529.19,4639.6,3884.55,3241.01,2695.92,2239.77,1861.26,1547.63,1287.46,1071.42,891.93,742.739,618.691,515.517,429.675,358.233,298.756,249.225,207.966,173.586,144.93,121.038,101.113,84.4903,70.6198,59.0422,49.3758,41.3029,34.559,28.9238,24.2138,20.2759,16.9828,14.2282,11.9233,9.99433,8.37948,43.7803
"1921",9356.15,7850.91,6589.22,5531.31,4642.54,3889.89,3250.49,2708.46,2251.68,1870.36,1554.2,1292.29,1075.04,894.646,744.768,620.193,516.612,430.46,358.782,299.127,249.463,208.105,173.653,144.945,121.017,101.068,84.4298,70.5501,58.968,49.3007,41.2291,34.4882,28.857,24.1516,20.2187,16.9306,14.1808,11.8806,9.95607,8.34534,43.5538
"1922",9365.53,7858.71,6594.38,5534.54,4643.86,3890.41,3251.6,2712.62,2258.68,1877.32,1559.29,1295.69,1077.34,896.226,745.839,620.89,517.035,430.683,358.861,299.105,249.373,207.97,173.491,144.769,120.836,100.888,84.2569,70.3864,58.8154,49.1598,41.1004,34.3714,28.7517,24.0572,20.1344,16.8557,14.1145,11.8221,9.90452,8.30006,43.2667
"1923",9374.31,7866.59,6600.94,5538.84,4645.6,3887.46,3245.05,2705.72,2254.9,1876.93,1559.88,1295.6,1076.57,895.14,744.655,619.702,515.884,429.594,357.846,298.17,248.52,207.199,172.798,144.15,120.286,100.4,83.8261,70.0073,58.4826,48.8684,40.8458,34.1495,28.5585,23.8892,19.9886,16.7293,14.005,11.7274,9.82272,8.22945,42.8457
"1924",9384.02,7873.97,6607.55,5544.34,4649.19,3888.82,3242.4,2700.06,2248.97,1873.63,1559.42,1295.97,1076.39,894.42,743.69,618.666,514.853,428.601,356.91,297.301,247.722,206.472,172.142,143.562,119.761,99.9341,83.4134,69.6433,58.1626,48.5878,40.6003,33.935,28.3716,23.7266,19.8473,16.6067,13.8988,11.6355,9.74323,8.16079,42.4336
"1925",9393.56,7882.13,6613.75,5549.87,4653.01,3888.5,3237.83,2691.49,2238.39,1863.64,1552.43,1292.04,1073.76,891.828,741.056,616.171,512.585,426.573,355.11,295.711,246.324,205.246,171.069,142.625,118.945,99.2256,82.7987,69.1108,57.7018,48.1896,40.2566,33.6387,28.1163,23.5068,19.6583,16.4442,13.7592,11.5156,9.64037,8.07258,41.9191
"1926",9404.22,7890.13,6620.6,5555.08,4657.67,3891.77,3237.69,2687.82,2231.41,1854.98,1544.25,1286.33,1070.57,889.695,738.953,614.026,510.549,424.718,353.45,294.238,245.021,204.099,170.063,141.745,118.177,98.5561,82.2166,68.6055,57.2639,47.8107,39.929,33.3559,27.8724,23.2967,19.4773,16.2885,13.6253,11.4006,9.54163,7.98784,41.4223
"1927",9416.06,7899.09,6627.33,5560.84,4662.07,3895.82,3240.68,2688.01,2228.65,1849.43,1537.27,1279.71,1065.97,887.168,737.281,612.362,508.837,423.086,351.96,292.901,243.831,203.046,169.135,140.929,117.462,97.9319,81.6724,68.132,56.8526,47.454,39.6202,33.0888,27.6417,23.0975,19.3057,16.1407,13.4981,11.2912,9.44757,7.90704,40.9456
