"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1909",9461.98,8088.22,6913.96,5907.58,5034.9,4281.55,3638.86,3092.9,2629.4,2235.88,1901.68,1617.8,1376.61,1171.63,997.402,849.267,723.291,616.136,524.97,447.389,381.355,325.137,277.264,236.49,201.753,172.155,146.928,125.424,107.089,91.4523,78.1146,66.736,57.0267,48.7393,41.6608,35.6114,30.4407,26.0209,22.2431,19.0137,111.951
"1910",9462.15,8088.27,6913.94,5907.41,5034.16,4280.05,3636.75,3090.39,2626.66,2233.03,1898.82,1615.01,1373.92,1169.09,995.013,847.047,721.243,614.257,523.255,445.832,379.947,323.867,276.123,235.467,200.84,171.34,146.203,124.779,106.517,90.9454,77.6661,66.339,56.6757,48.4301,41.392,35.3806,30.2431,25.8518,22.0983,18.89,111.222
"1911",9462.45,8088.41,6913.98,5907.29,5033.45,4278.58,3634.66,3087.88,2623.92,2230.18,1895.97,1612.21,1371.23,1166.54,992.62,844.822,719.19,612.375,521.539,444.273,378.536,322.596,274.981,234.444,199.925,170.524,145.477,124.134,105.945,90.4387,77.2178,65.9429,56.3256,48.1209,41.1198,35.1441,30.0401,25.6781,21.9497,18.7627,110.472
"1912",9462.88,8088.67,6914.11,5907.23,5032.79,4277.13,3632.58,3085.39,2621.18,2227.34,1893.11,1609.41,1368.54,1163.98,990.223,842.594,717.134,610.491,519.82,442.713,377.125,321.324,273.838,233.42,199.01,169.708,144.751,123.489,105.373,89.932,76.7697,65.547,55.9762,47.8124,40.8478,34.9049,29.8324,25.4998,21.7971,18.6321,109.702
"1913",9463.48,8089.04,6914.32,5907.24,5032.18,4275.72,3630.52,3082.91,2618.46,2224.5,1890.25,1606.61,1365.84,1161.42,987.824,840.363,715.076,608.603,518.099,441.151,375.713,320.051,272.695,232.396,198.094,168.892,144.025,122.844,104.8,89.4255,76.3217,65.1513,55.6271,47.5047,40.5765,34.6659,29.6224,25.3176,21.6406,18.4983,108.912
"1914",9464.25,8089.55,6914.64,5907.32,5031.62,4274.34,3628.49,3080.44,2615.74,2221.66,1887.4,1603.81,1363.14,1158.86,985.421,838.13,713.015,606.714,516.376,439.587,374.299,318.777,271.551,231.371,197.179,168.075,143.298,122.199,104.229,88.9191,75.874,64.756,55.2784,47.1974,40.3059,34.4276,29.4127,25.1335,21.481,18.3612,108.103
"1915",9465.21,8090.21,6915.08,5907.5,5031.12,4273,3626.49,3078,2613.03,2218.83,1884.55,1601.01,1360.45,1156.3,983.017,835.894,710.952,604.823,514.652,438.022,372.884,317.503,270.406,230.346,196.263,167.259,142.572,121.554,103.657,88.413,75.4266,64.3609,54.93,46.8905,40.0357,34.1899,29.2036,24.9496,21.3197,18.2215,107.275
"1916",9466.35,8091.03,6915.64,5907.77,5030.7,4271.72,3624.52,3075.57,2610.34,2216,1881.7,1598.21,1357.75,1153.74,980.612,833.658,708.888,602.93,512.926,436.455,371.469,316.228,269.262,229.321,195.347,166.443,141.846,120.909,103.085,87.9071,74.9795,63.9663,54.5819,46.5839,39.7659,33.9527,28.9951,24.7664,21.1588,18.0804,106.428
"1917",9467.71,8092.01,6916.34,5908.19,5030.61,4270.87,3622.96,3073.49,2607.93,2213.42,1879.05,1595.58,1355.19,1151.3,978.308,831.506,706.896,601.099,511.252,434.933,370.09,314.985,268.144,228.319,194.452,165.644,141.134,120.277,102.525,87.4107,74.5405,63.5785,54.2399,46.2825,39.5006,33.7193,28.79,24.5863,21.0005,17.9415,105.577
"1918",9468.22,8093.17,6917.17,5907.53,5023.85,4260.04,3611.81,3063.12,2598.46,2204.85,1871.31,1588.62,1348.96,1145.73,973.351,827.099,702.987,597.637,508.192,432.232,367.709,312.889,266.301,226.699,193.03,164.397,140.042,119.32,101.687,86.6782,73.9003,63.0194,53.7517,45.8565,39.129,33.3953,28.5076,24.3402,20.7862,17.7547,104.427
"1919",9469.9,8093.6,6918.17,5909.14,5028.38,4261.99,3610.08,3060.14,2595.18,2201.5,1868.01,1585.43,1345.93,1142.88,970.699,824.652,700.744,595.592,506.337,430.556,366.2,311.535,265.089,225.618,192.067,163.541,139.282,118.647,101.092,86.1524,73.4364,62.6106,53.3919,45.5401,38.851,33.1513,28.2935,24.1525,20.6218,17.6107,103.516
