"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1918",6089.9,5767.21,5463.12,5175.07,4902.24,4643.81,4399.02,4167.14,3947.48,3739.38,3542.24,3355.49,3178.6,3011.03,2852.31,2701.97,2559.56,2424.67,2296.89,2170.38,2056.29,1948.19,1845.78,1748.75,1656.82,1569.73,1487.21,1409.03,1334.96,1264.78,1198.3,1135.3,1075.62,1019.08,965.51,914.755,866.668,821.11,777.946,737.051,698.305,661.597,626.818,593.868,562.649,533.072,505.05,478.5,453.346,429.515,406.936,385.544,365.277,346.075,327.883,310.647,294.317,278.845,264.187,250.299,4511.14
"1919",6091.15,5769.77,5464.04,5175.93,4903.03,4644.53,4399.68,4167.76,3948.07,3739.94,3542.78,3356,3179.07,3011.48,2852.72,2702.35,2559.91,2424.98,2297.18,2176.13,2056.27,1948.17,1845.76,1748.73,1656.81,1569.71,1487.2,1409.02,1334.95,1264.77,1198.29,1135.29,1075.61,1019.07,965.501,914.747,866.661,821.102,777.938,737.044,698.299,661.591,626.812,593.862,562.644,533.067,505.045,478.496,453.342,429.511,406.933,385.541,365.274,346.072,327.88,310.644,294.314,278.843,264.184,250.297,4511.1
"1920",6092.44,5770.95,5466.46,5176.81,4903.84,4645.29,4400.38,4168.4,3948.66,3740.52,3543.33,3356.53,3179.57,3011.95,2853.16,2702.75,2560.28,2425.33,2297.5,2176.42,2061.73,1948.17,1845.76,1748.73,1656.8,1569.71,1487.19,1409.01,1334.94,1264.77,1198.28,1135.29,1075.61,1019.07,965.498,914.744,866.658,821.099,777.936,737.041,698.297,661.589,626.81,593.86,562.642,533.065,505.043,478.494,453.341,429.51,406.931,385.54,365.273,346.071,327.879,310.643,294.313,278.842,264.183,250.296,4511.09
"1921",6093.73,5772.18,5467.59,5179.1,4904.67,4646.06,4401.09,4169.06,3949.27,3741.08,3543.88,3357.06,3180.08,3012.42,2853.61,2703.17,2560.67,2425.68,2297.83,2176.72,2062,1953.34,1845.75,1748.72,1656.8,1569.7,1487.19,1409.01,1334.94,1264.76,1198.28,1135.29,1075.61,1019.07,965.495,914.741,866.655,821.097,777.934,737.039,698.295,661.587,626.809,593.859,562.641,533.064,505.042,478.493,453.339,429.508,406.93,385.539,365.272,346.07,327.878,310.642,294.312,278.841,264.183,250.295,4511.08
"1922",6095.02,5773.4,5468.74,5180.17,4906.85,4646.84,4401.82,4169.73,3949.89,3741.66,3544.41,3357.57,3180.58,3012.9,2854.06,2703.59,2561.06,2426.05,2298.16,2177.03,2062.29,1953.6,1850.65,1748.72,1656.79,1569.7,1487.18,1409,1334.94,1264.76,1198.28,1135.28,1075.6,1019.06,965.493,914.739,866.653,821.095,777.931,737.037,698.293,661.585,626.807,593.857,562.639,533.062,505.04,478.491,453.338,429.507,406.929,385.537,365.271,346.069,327.877,310.641,294.311,278.84,264.182,250.295,4511.06
"1923",6096.28,5774.61,5469.9,5181.26,4907.86,4648.9,4402.57,4170.42,3950.53,3742.25,3544.96,3358.08,3181.07,3013.37,2854.51,2704.02,2561.46,2426.43,2298.51,2177.35,2062.58,1953.87,1850.9,1753.37,1656.79,1569.7,1487.18,1409,1334.93,1264.76,1198.27,1135.28,1075.6,1019.06,965.491,914.737,866.651,821.093,777.93,737.036,698.292,661.584,626.806,593.856,562.638,533.062,505.04,478.491,453.337,429.506,406.928,385.537,365.27,346.069,327.876,310.641,294.311,278.84,264.182,250.294,4511.06
"1924",6097.5,5775.81,5471.06,5182.36,4908.9,4649.86,4404.52,4171.13,3951.19,3742.86,3545.52,3358.6,3181.55,3013.84,2854.96,2704.45,2561.87,2426.81,2298.87,2177.68,2062.89,1954.15,1851.16,1753.6,1661.19,1569.69,1487.18,1409,1334.93,1264.76,1198.27,1135.28,1075.6,1019.06,965.489,914.735,866.65,821.092,777.929,737.035,698.29,661.583,626.805,593.855,562.637,533.06,505.039,478.49,453.337,429.506,406.927,385.536,365.269,346.068,327.876,310.64,294.31,278.839,264.181,250.294,4511.05
"1925",6098.67,5776.96,5472.19,5183.45,4909.93,4650.84,4405.42,4172.98,3951.86,3743.47,3546.09,3359.13,3182.03,3014.29,2855.39,2704.87,2562.27,2427.19,2299.23,2178.01,2063.2,1954.44,1851.42,1753.84,1661.41,1573.86,1487.17,1408.99,1334.92,1264.75,1198.27,1135.28,1075.6,1019.05,965.485,914.731,866.646,821.088,777.925,737.031,698.287,661.58,626.802,593.852,562.635,533.058,505.036,478.488,453.335,429.504,406.926,385.534,365.268,346.066,327.874,310.639,294.309,278.838,264.18,250.293,4511.03
"1926",6099.76,5778.07,5473.28,5184.52,4910.97,4651.83,4406.35,4173.83,3953.6,3744.1,3546.67,3359.66,3182.53,3014.74,2855.82,2705.28,2562.67,2427.57,2299.58,2178.35,2063.51,1954.73,1851.69,1754.09,1661.64,1574.07,1491.12,1408.98,1334.92,1264.74,1198.26,1135.27,1075.59,1019.05,965.48,914.726,866.641,821.084,777.921,737.027,698.283,661.576,626.798,593.849,562.632,533.055,505.034,478.485,453.332,429.501,406.923,385.532,365.266,346.064,327.873,310.637,294.307,278.836,264.179,250.291,4511
"1927",6100.73,5779.11,5474.33,5185.56,4911.98,4652.81,4407.29,4174.71,3954.4,3745.74,3547.25,3360.2,3183.02,3015.2,2856.24,2705.67,2563.04,2427.93,2299.93,2178.68,2063.82,1955.02,1851.96,1754.33,1661.86,1574.27,1491.31,1412.72,1334.91,1264.73,1198.25,1135.26,1075.58,1019.04,965.471,914.719,866.634,821.077,777.914,737.021,698.277,661.57,626.793,593.844,562.627,533.051,505.029,478.481,453.328,429.498,406.92,385.529,365.263,346.062,327.87,310.634,294.305,278.834,264.176,250.289,4510.96
"1928",6101.6,5780.03,5475.31,5186.55,4912.96,4653.77,4408.21,4175.59,3955.23,3746.5,3548.8,3360.75,3183.52,3015.66,2856.66,2706.06,2563.41,2428.28,2300.27,2179.01,2064.13,1955.31,1852.22,1754.58,1662.09,1574.48,1491.5,1412.9,1338.44,1264.72,1198.24,1135.25,1075.57,1019.03,965.461,914.708,866.624,821.067,777.906,737.013,698.27,661.563,626.786,593.837,562.621,533.045,505.024,478.476,453.323,429.493,406.915,385.525,365.259,346.058,327.866,310.631,294.302,278.831,264.173,250.286,4510.91
