"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1929",6102.33,5780.85,5476.18,5187.48,4913.9,4654.69,4409.12,4176.47,3956.07,3747.29,3549.52,3362.22,3184.05,3016.14,2857.11,2706.47,2563.78,2428.63,2300.61,2179.33,2064.44,1955.6,1852.5,1754.84,1662.33,1574.7,1491.7,1413.08,1338.61,1268.07,1198.22,1135.24,1075.56,1019.02,965.451,914.699,866.615,821.059,777.898,737.005,698.263,661.556,626.78,593.831,562.615,533.039,505.019,478.471,453.319,429.489,406.911,385.521,365.255,346.054,327.863,310.628,294.299,278.828,264.171,250.284,4510.87
"1930",6102.92,5781.54,5476.96,5188.31,4914.79,4655.59,4410,4177.33,3956.9,3748.08,3550.27,3362.91,3185.45,3016.64,2857.57,2706.89,2564.17,2428.99,2300.94,2179.65,2064.75,1955.9,1852.78,1755.1,1662.58,1574.93,1491.91,1413.27,1338.79,1268.23,1201.4,1135.23,1075.55,1019.01,965.443,914.692,866.608,821.053,777.892,737,698.257,661.551,626.775,593.827,562.61,533.035,505.015,478.467,453.315,429.485,406.908,385.518,365.252,346.051,327.86,310.625,294.296,278.826,264.169,250.282,4510.83
"1931",6103.41,5782.1,5477.62,5189.05,4915.57,4656.42,4410.85,4178.16,3957.72,3748.87,3551.03,3363.61,3186.1,3017.97,2858.04,2707.32,2564.57,2429.36,2301.28,2179.97,2065.05,1956.19,1853.07,1755.37,1662.83,1575.17,1492.13,1413.47,1338.97,1268.4,1201.55,1138.24,1075.54,1019,965.435,914.684,866.601,821.046,777.885,736.993,698.251,661.545,626.769,593.821,562.606,533.031,505.01,478.463,453.311,429.482,406.905,385.514,365.249,346.048,327.857,310.623,294.294,278.823,264.166,250.28,4510.79
"1932",6103.89,5782.57,5478.15,5189.67,4916.27,4657.16,4411.64,4178.97,3958.51,3749.65,3551.78,3364.33,3186.77,3018.59,2859.3,2707.78,2564.99,2429.74,2301.63,2180.29,2065.36,1956.49,1853.35,1755.64,1663.08,1575.41,1492.35,1413.68,1339.16,1268.57,1201.71,1138.38,1078.39,1018.99,965.428,914.677,866.595,821.04,777.879,736.988,698.246,661.541,626.765,593.817,562.601,533.027,505.007,478.459,453.308,429.478,406.902,385.512,365.246,346.046,327.855,310.62,294.292,278.821,264.164,250.278,4510.76
"1933",6104.56,5783.02,5478.59,5190.17,4916.86,4657.83,4412.34,4179.72,3959.28,3750.41,3552.52,3365.05,3187.46,3019.23,2859.89,2708.97,2565.42,2430.14,2302,2180.63,2065.67,1956.77,1853.63,1755.91,1663.34,1575.65,1492.58,1413.89,1339.36,1268.76,1201.88,1138.54,1078.53,1021.7,965.422,914.672,866.589,821.035,777.875,736.983,698.242,661.537,626.761,593.814,562.598,533.024,505.004,478.457,453.305,429.476,406.899,385.509,365.244,346.044,327.853,310.619,294.29,278.82,264.163,250.276,4510.74
"1934",6105.76,5783.66,5479.02,5190.59,4917.33,4658.38,4412.97,4180.38,3959.98,3751.12,3553.23,3365.74,3188.13,3019.87,2860.49,2709.53,2566.55,2430.54,2302.37,2180.97,2065.98,1957.06,1853.89,1756.17,1663.59,1575.89,1492.81,1414.11,1339.56,1268.94,1202.05,1138.69,1078.68,1021.83,967.981,914.664,866.582,821.027,777.868,736.977,698.236,661.531,626.756,593.808,562.593,533.019,504.999,478.452,453.301,429.472,406.896,385.506,365.241,346.041,327.85,310.616,294.287,278.817,264.16,250.274,4510.69
"1935",6108.07,5784.8,5479.62,5190.99,4917.72,4658.83,4413.49,4180.96,3960.58,3751.76,3553.87,3366.37,3188.74,3020.47,2861.06,2710.06,2567.04,2431.58,2302.72,2181.29,2066.28,1957.33,1854.14,1756.4,1663.82,1576.11,1493.02,1414.3,1339.74,1269.11,1202.21,1138.84,1078.81,1021.95,968.092,917.077,866.563,821.01,777.851,736.961,698.221,661.517,626.742,593.796,562.581,533.008,504.989,478.442,453.292,429.463,406.887,385.498,365.233,346.034,327.843,310.609,294.281,278.811,264.155,250.269,4510.6
"1936",6112.3,5786.98,5480.69,5191.55,4918.1,4659.19,4413.88,4181.4,3961.05,3752.21,3554.34,3366.84,3189.21,3020.92,2861.5,2710.48,2567.43,2431.94,2303.61,2181.53,2066.49,1957.53,1854.32,1756.57,1663.97,1576.25,1493.16,1414.44,1339.87,1269.24,1202.32,1138.94,1078.9,1022.04,968.168,917.145,868.814,820.959,777.803,736.916,698.177,661.476,626.703,593.759,562.546,532.974,504.957,478.413,453.263,429.436,406.862,385.474,365.21,346.012,327.823,310.59,294.263,278.794,264.139,250.253,4510.32
"1937",6119.71,5790.99,5482.77,5192.58,4918.64,4659.56,4414.25,4181.83,3961.56,3752.78,3554.92,3367.45,3189.81,3021.51,2862.07,2711.04,2567.96,2432.43,2304.06,2182.48,2066.82,1957.83,1854.6,1756.82,1664.2,1576.47,1493.37,1414.65,1340.07,1269.42,1202.5,1139.1,1079.05,1022.17,968.294,917.259,868.919,823.13,777.791,736.904,698.167,661.466,626.694,593.75,562.538,532.966,504.949,478.405,453.256,429.43,406.856,385.468,365.205,346.007,327.818,310.585,294.258,278.79,264.134,250.249,4510.25
"1938",6131.47,5798.01,5486.57,5194.55,4919.61,4660.07,4414.6,4182.18,3961.96,3753.25,3555.44,3367.97,3190.36,3022.06,2862.61,2711.56,2568.46,2432.91,2304.51,2182.89,2067.7,1958.13,1854.87,1757.07,1664.43,1576.68,1493.57,1414.84,1340.25,1269.6,1202.66,1139.26,1079.2,1022.31,968.418,917.373,869.022,823.224,779.843,736.888,698.152,661.451,626.68,593.737,562.526,532.955,504.938,478.395,453.247,429.421,406.847,385.46,365.197,345.999,327.811,310.579,294.252,278.784,264.129,250.244,4510.15
"1939",6148.71,5809.15,5493.21,5198.14,4921.47,4660.98,4415.07,4182.48,3962.24,3753.57,3555.81,3368.39,3190.78,3022.51,2863.06,2712,2568.9,2433.34,2304.92,2183.27,2068.05,1958.92,1855.11,1757.29,1664.63,1576.87,1493.73,1414.99,1340.4,1269.74,1202.8,1139.39,1079.32,1022.42,968.524,917.47,869.11,823.304,779.915,738.816,698.121,661.422,626.653,593.711,562.501,532.931,504.916,478.374,453.227,429.402,406.829,385.443,365.181,345.984,327.796,310.565,294.239,278.772,264.117,250.233,4509.96
"1940",6197.23,5825.49,5503.76,5204.42,4924.87,4662.73,4415.91,4182.87,3962.45,3753.74,3556.01,3368.64,3191.07,3022.81,2863.39,2712.34,2569.24,2433.67,2305.24,2183.58,2068.34,1959.18,1855.8,1757.46,1664.78,1577,1493.86,1415.1,1340.51,1269.84,1202.9,1139.49,1079.41,1022.51,968.601,917.54,869.174,823.36,779.964,738.859,699.924,661.372,626.605,593.665,562.458,532.891,504.878,478.337,453.192,429.369,406.798,385.413,365.153,345.958,327.771,310.541,294.217,278.75,264.097,250.214,4509.61
"1941",6227.21,5871.45,5519.21,5214.4,4930.8,4665.92,4417.5,4183.54,3962.63,3753.69,3555.88,3368.52,3191,3022.79,2863.4,2712.39,2569.31,2433.75,2305.34,2183.68,2068.44,1959.28,1855.88,1757.95,1664.79,1577,1493.85,1415.09,1340.49,1269.82,1202.89,1139.48,1079.4,1022.5,968.592,917.529,869.16,823.344,779.946,738.839,699.901,663.019,626.499,593.565,562.363,532.801,504.792,478.257,453.116,429.296,406.729,385.348,365.091,345.899,327.716,310.489,294.167,278.703,264.052,250.172,4508.85
"1942",6263.2,5899.86,5562.75,5229.03,4940.24,4671.52,4420.49,4184.98,3963.15,3753.71,3555.67,3368.23,3190.73,3022.56,2863.23,2712.25,2569.22,2433.69,2305.29,2183.66,2068.43,1959.27,1855.87,1757.93,1665.16,1576.92,1493.77,1415.01,1340.4,1269.74,1202.8,1139.4,1079.34,1022.44,968.533,917.472,869.104,823.288,779.89,738.783,699.845,662.962,628.026,593.434,562.239,532.683,504.681,478.151,453.016,429.202,406.639,385.263,365.011,345.823,327.644,310.42,294.102,278.642,263.994,250.116,4507.85
"1943",6304.38,5933.96,5589.63,5270.24,4954.07,4680.42,4425.71,4187.63,3964.25,3753.86,3555.3,3367.62,3190.04,3021.9,2862.63,2711.73,2568.75,2433.28,2304.93,2183.33,2068.14,1959,1855.62,1757.69,1664.93,1577.08,1493.51,1414.75,1340.16,1269.5,1202.57,1139.18,1079.13,1022.24,968.352,917.3,868.94,823.131,779.738,738.636,699.703,662.825,627.893,594.805,562.043,532.498,504.505,477.985,452.858,429.052,406.498,385.129,364.884,345.703,327.53,310.312,294,278.545,263.902,250.029,4506.29
"1944",6344.41,5972.97,5621.01,5294.82,4992.22,4692.23,4431.43,4187.33,3958.6,3744.35,3543.44,3354.69,3176.95,3009.17,2850.51,2700.31,2558.03,2423.22,2295.49,2174.45,2059.77,1951.12,1848.18,1750.66,1658.28,1570.78,1487.9,1409.06,1334.76,1264.38,1197.72,1134.58,1074.78,1018.12,964.453,913.609,865.444,819.818,776.599,735.66,696.881,660.149,625.356,592.399,561.182,530.271,502.396,475.986,450.965,427.258,404.798,383.519,363.358,344.257,326.16,309.015,292.771,277.38,262.799,248.984,4487.45
"1945",6385.85,6010.89,5657.29,5323.89,5014.85,4727.43,4440.66,4188.97,3952.46,3731.47,3525.88,3334.52,3155.82,2988.18,2830.29,2681.12,2539.95,2406.23,2279.52,2159.44,2045.64,1937.8,1835.61,1738.78,1647.05,1560.16,1477.84,1399.87,1325.7,1255.81,1189.6,1126.89,1067.48,1011.21,957.911,907.416,859.58,814.264,771.337,730.674,692.157,655.671,621.112,588.376,557.368,527.997,498.914,472.688,447.84,424.298,401.993,380.861,360.84,341.872,323.9,306.874,290.742,275.458,260.978,247.259,4456.35
"1946",6419.64,6050.16,5690.85,5356,5040.12,4745.6,4467.16,4184.59,3933.71,3699.52,3484.06,3286.97,3106.02,2938.57,2782.27,2635.4,2496.76,2365.55,2241.24,2123.4,2011.69,1905.78,1805.38,1710.22,1620.05,1534.62,1453.68,1377,1304.37,1235.27,1170.15,1108.47,1050.04,994.691,942.262,892.598,845.549,800.976,758.751,718.751,680.861,644.97,610.973,578.769,548.266,519.372,492.003,464.903,440.465,417.31,395.373,374.59,354.898,336.242,318.567,301.82,285.954,270.922,256.681,243.187,4382.97
"1947",6480.01,6082.17,5730.09,5389.75,5072.5,4772.36,4490.28,4221.03,3947.24,3704.61,3479.83,3274.65,3088.16,2917.66,2760.27,2613.53,2475.69,2345.57,2222.42,2105.72,1995.08,1890.17,1790.69,1696.37,1606.98,1522.27,1442.01,1365.96,1293.92,1225.68,1160.75,1099.57,1041.61,986.703,934.694,885.43,838.762,794.551,752.667,712.989,675.403,639.798,606.072,574.125,543.864,515.2,488.049,462.331,436.865,413.901,392.143,371.529,351.999,333.495,315.964,299.354,283.618,268.709,254.583,241.2,4347.16
"1948",6563.8,6139.37,5761.35,5427.83,5105.38,4804.34,4518.35,4248.17,3989.78,3727.79,3496.39,3282.9,3088.66,2912.5,2751.66,2603.25,2464.93,2334.99,2212.33,2096.22,1986.18,1881.85,1782.91,1689.09,1600.13,1515.83,1435.93,1360.22,1288.49,1220.54,1156.17,1094.93,1037.21,982.541,930.751,881.693,835.222,791.201,749.498,709.989,672.561,637.106,603.52,571.706,541.571,513.026,485.987,460.376,436.116,412.095,390.432,369.908,350.463,332.04,314.585,298.048,282.381,267.536,253.473,240.148,4328.2
"1949",6661.54,6218.75,5815.3,5457.21,5141.21,4835.15,4547.94,4273.41,4013.4,3765.36,3515.34,3295.49,3093.45,2910.11,2744.07,2592.57,2452.83,2322.57,2200.21,2084.69,1975.33,1871.67,1773.37,1680.15,1591.75,1507.93,1428.49,1353.2,1281.86,1214.27,1150.23,1089.57,1031.86,977.472,925.949,877.143,830.911,787.118,745.632,706.331,669.098,633.826,600.413,568.762,538.78,510.381,483.48,457.998,433.862,410.999,388.361,367.946,348.604,330.279,312.917,296.468,280.883,266.118,252.129,238.875,4305.25
"1950",6760.15,6311.36,5890.06,5507.91,5168.64,4868.5,4575.87,4299.02,4033.59,3782.96,3545.48,3307.88,3099.93,2909.47,2736.95,2580.85,2438.46,2307.13,2184.71,2069.68,1961.07,1858.24,1760.75,1668.3,1580.62,1497.47,1418.63,1343.9,1273.07,1205.96,1142.38,1082.14,1025.07,970.778,919.609,871.138,825.222,781.727,740.526,701.497,664.522,629.494,596.309,564.874,535.097,506.89,480.171,454.862,430.889,408.182,386.672,365.374,346.168,327.97,310.73,294.396,278.92,264.258,250.366,237.205,4275.16
"1951",6825.36,6404.78,5976.77,5577.76,5215.7,4893.11,4604.6,4319.97,4049.33,3791.18,3549.87,3323.62,3099.22,2903.75,2725.21,2563.71,2417.65,2284.43,2161.54,2046.95,1939.28,1837.57,1741.25,1649.94,1563.33,1481.19,1403.28,1329.42,1259.39,1193.03,1130.15,1070.56,1014.11,960.637,909.76,861.809,816.386,773.357,732.597,693.986,657.41,622.76,589.932,558.834,529.375,501.469,475.034,449.995,426.277,403.81,382.53,362.372,342.413,324.413,307.359,291.202,275.895,261.392,247.651,234.632,4228.79
"1952",6813.8,6466.57,6064.78,5659.43,5281.41,4937.04,4626.56,4344.56,4065.16,3801,3551.98,3321.93,3108.26,2897.65,2714.74,2547.93,2397.12,2260.73,2136.32,2021.53,1914.48,1813.84,1718.77,1628.71,1543.33,1462.34,1385.53,1312.67,1243.58,1178.09,1116.02,1057.2,1001.47,948.662,898.64,851.048,806.193,763.703,723.451,685.322,649.203,614.988,582.574,551.866,522.774,495.216,469.111,444.382,420.959,398.771,377.754,357.847,338.99,320.318,303.48,287.527,272.412,258.092,244.525,231.671,4175.42
"1953",6672.51,6455.62,6121.63,5741.19,5357.17,4997,4663.45,4356.36,4074.55,3798.29,3541.43,3303.5,3086.63,2886.97,2691.13,2521.41,2366.75,2226.94,2100.49,1985.09,1878.59,1779.21,1685.76,1597.45,1513.8,1434.47,1359.22,1287.85,1220.14,1155.94,1095.08,1037.39,982.718,930.916,881.835,835.339,791.103,749.409,709.913,672.497,637.055,603.48,571.675,541.545,512.999,485.957,460.339,436.073,413.086,391.312,370.687,351.151,332.645,315.116,297.76,282.107,267.278,253.228,239.916,227.304,4096.72
"1954",6417.42,6321.75,6112.51,5796.21,5435.77,5070.39,4723.64,4397.89,4096.04,3820.37,3553.81,3309.06,3084.56,2881.23,2694.69,2512.01,2353.79,2209.62,2079.27,1961.35,1853.72,1754.34,1661.59,1574.35,1491.91,1413.81,1339.75,1269.48,1202.84,1139.61,1079.65,1022.81,968.931,917.873,869.492,823.652,780.226,738.909,699.967,663.077,628.131,595.027,563.668,533.962,505.819,479.157,453.898,429.971,407.306,385.835,365.498,346.234,327.986,310.701,294.329,278.117,263.497,249.646,236.523,224.089,4038.78
"1955",6072.13,6080.07,5984.09,5785.93,5486.2,5142.39,4788.08,4445.22,4120.68,3822.19,3553.93,3299.5,3069.09,2859.65,2670.9,2498.15,2329.09,2182.69,2049.26,1928.58,1819.37,1719.64,1627.53,1541.54,1460.65,1384.21,1311.78,1243.08,1177.9,1116.08,1057.42,1001.8,949.059,899.072,851.7,806.81,764.277,723.983,685.646,649.513,615.283,582.856,552.139,523.041,495.476,469.361,444.621,421.184,398.981,377.949,358.026,339.155,321.279,304.346,288.308,273.115,258.072,244.506,231.653,219.476,3955.62
"1956",5675.92,5752.93,5756.39,5665.44,5477.57,5191.7,4859.4,4512.23,4174.72,3857.44,3569.3,3313.66,3073.93,2858.31,2663.07,2487.43,2326.77,2169.54,2033.37,1909.24,1796.94,1695.27,1602.4,1516.61,1436.52,1361.17,1289.96,1222.48,1158.47,1097.74,1040.13,985.474,933.637,884.493,837.91,793.763,751.928,712.29,674.738,639.01,605.335,573.434,543.213,514.585,487.466,461.776,437.438,414.381,392.538,371.845,352.244,333.676,316.088,299.428,283.647,268.699,254.54,240.52,227.877,215.898,3891.14
"1957",5322.02,5377.55,5444.31,5447.48,5361,5179.83,4898.22,4564.5,4214.87,3879.26,3570.27,3295.3,3055.24,2832.65,2633.65,2453.97,2292.49,2144.8,2000.19,1874.92,1760.66,1657.24,1563.57,1477.99,1398.92,1325.09,1255.62,1189.96,1127.73,1068.7,1012.69,959.555,909.14,861.325,815.993,773.021,732.296,693.703,657.136,622.493,589.533,558.466,529.035,501.155,474.744,449.725,426.025,403.571,382.299,362.147,343.056,324.973,307.843,291.616,276.246,261.687,247.896,234.833,221.899,210.234,3789.07
"1958",5066.91,5042.25,5089.82,5152.92,5155.57,5070.83,4889.67,4606.09,4271.56,3926.48,3601.42,3307.35,3049.12,2825.66,2619.54,2435.69,2269.84,2120.8,1984.45,1850.88,1735.13,1629.51,1533.87,1447.24,1368.07,1294.92,1226.61,1162.33,1101.56,1043.97,989.341,937.5,888.315,841.649,797.388,755.423,715.644,677.943,642.217,608.365,576.294,545.781,517.02,489.774,463.963,439.512,416.351,394.409,373.622,353.928,335.272,317.598,300.857,284.998,269.976,255.746,242.267,229.5,217.407,205.432,3702.52
"1959",4956.98,4800.55,4773.43,4818.39,4877.86,4878.16,4790.34,4605.1,4321.38,3993.09,3660.51,3351.68,3075.2,2834.03,2626.12,2434.7,2264.08,2110.17,1971.83,1845.24,1721.18,1613.63,1515.47,1426.58,1346.04,1272.44,1204.43,1140.91,1081.13,1024.62,971.063,920.253,872.038,826.292,782.887,741.719,702.686,665.686,630.618,597.386,565.898,536.067,507.683,480.931,455.587,431.578,408.834,387.289,366.879,347.543,329.224,311.87,295.43,279.857,265.105,251.131,237.895,225.357,213.481,202.232,3635.18
"1960",5062.49,4696.4,4546.08,4520.36,4562.79,4617.87,4613.8,4522.58,4337.86,4061.98,3747.39,3431.79,3140.58,2880.88,2654.83,2460.15,2280.98,2121.28,1977.2,1847.69,1729.14,1612.94,1512.2,1420.24,1336.95,1261.49,1192.53,1128.8,1069.28,1013.26,960.303,910.11,862.493,817.306,774.433,733.754,695.17,658.588,623.91,591.044,559.898,530.386,502.427,475.825,450.751,426.998,404.496,383.179,362.986,343.857,325.734,308.565,292.3,276.892,262.296,248.469,235.373,222.967,211.216,200.085,3596.61
"1961",5424.78,4796.37,4445.64,4303.27,4278.67,4316.67,4361.07,4342.5,4238.54,4049.19,3780.21,3480.77,3184.4,2912.97,2671.86,2462.37,2282.09,2116.16,1968.25,1834.76,1714.73,1604.82,1497.05,1403.59,1318.28,1241,1170.98,1106.99,1047.84,992.605,940.617,891.462,844.873,800.673,758.729,718.932,681.17,645.353,611.394,579.202,548.691,519.778,492.381,466.426,441.731,418.454,396.402,375.513,355.724,336.977,319.219,302.395,286.456,271.356,257.052,243.502,230.666,218.508,206.991,196.082,3524.66
"1962",5783.66,5139.61,4538.61,4206.63,4071.57,4045.42,4071.12,4093.24,4051.15,3931.67,3739.82,3481.84,3201.4,2927.07,2677.24,2455.87,2263.72,2098.38,1946.16,1810.41,1687.84,1577.57,1476.55,1377.46,1291.53,1213.07,1142,1077.59,1018.73,964.314,913.491,865.657,820.427,777.557,736.884,698.285,661.661,626.91,593.948,562.695,533.069,504.989,478.379,453.165,429.278,406.549,385.126,364.831,345.606,327.393,310.14,293.796,278.312,263.642,249.745,236.58,224.109,212.296,201.106,190.506,3424.42
"1963",5419.33,5479.62,4861.27,4292.68,3978.24,3846.8,3809.1,3808.33,3797.53,3729.34,3598.03,3409.66,3168.18,2910.62,2660.76,2433.97,2233.26,2059.06,1909.14,1771.01,1647.77,1536.41,1436.15,1344.29,1254.15,1175.98,1104.59,1039.91,981.287,927.704,878.171,831.902,788.351,747.169,708.133,671.096,635.948,602.596,570.949,540.932,512.47,485.489,459.916,435.682,412.719,390.964,370.264,350.754,332.271,314.761,298.173,282.46,267.575,253.473,240.113,227.456,215.466,204.108,193.349,183.158,3292.3
"1964",4595.31,5134.44,5179.64,4594.94,4056.86,3754.72,3613.74,3546.29,3505.4,3458.01,3368.2,3232.72,3055.05,2835.45,2604.32,2381.18,2178.96,2000.01,1844.63,1710.82,1587.43,1477.22,1377.56,1287.8,1205.53,1124.78,1054.73,990.749,932.773,880.223,832.181,787.767,746.275,707.217,670.282,635.27,602.049,570.521,540.604,512.215,485.287,459.755,435.55,412.609,390.868,370.268,350.751,332.181,314.677,298.095,282.386,267.505,253.408,240.054,227.402,215.416,204.061,193.305,183.115,173.463,3118
"1965",4051.49,4353.75,4852.12,4894.6,4341.32,3827.31,3523.92,3357.86,3253.66,3177.77,3106.27,3008.05,2878.18,2716.54,2520.61,2315.61,2118,1938.92,1780.35,1642.57,1523.84,1414.22,1316.21,1227.55,1147.68,1074.45,1002.54,940.16,883.17,831.52,784.698,741.889,702.309,665.329,630.517,597.595,566.385,536.771,508.664,481.993,456.684,432.677,409.914,388.334,367.881,348.498,330.13,312.729,296.173,280.567,265.782,251.776,238.508,225.94,214.033,202.753,192.066,181.942,172.351,163.266,2934.69
"1966",3775.56,3838.51,4110.94,4581.24,4620.28,4090.03,3581.02,3253.6,3048.23,2906.49,2803.98,2719.48,2622.56,2505.04,2363.5,2193.62,2016.24,1845.2,1690.05,1552.52,1432.91,1329.68,1234.25,1148.9,1071.65,1002.03,938.172,875.454,821.031,771.301,726.224,685.355,647.984,613.428,581.139,550.741,521.991,494.735,468.871,444.323,421.028,398.922,377.953,358.07,339.221,321.355,304.423,288.38,273.18,258.717,245.085,232.17,219.936,208.346,197.367,186.966,177.112,167.777,158.933,150.555,2706.18
